"SUMMONS_NUMBER","PLATE","STATE","WS_TYPE","ISSUE_DATE","VIOLATION_DESCRIPTION","VIOLATION_CODE","FINE_AMOUNT","VIOLATION_COUNTY","FRONT_OF_OPPOSITE","HOUSE_NUMBER","STREET_NAME","INTERSECT_STREET_NAME","STREET_CODE1","STREET_CODE2","STREET_CODE3"
"1287016030","63658JM   ","NY","COM","20100319","                                                                                 ","48","115","NY   ","F","500         ","3RD AVE             ","                    ","10210","17650","17670"
"7301090638","65036JV   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","NY   ","F","769         ","St Nicholas Ave     ","                    ","31190","36730","36750"
"7987334455","65592JU   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","NY   ","F","680         ","Fort Washington Ave ","                    ","21190","37490","37550"
"1286954678","66125JG   ","NY","COM","20100311","                                                                                 ","48","115","NY   ","O","110         ","5 AVE               ","                    ","10410","17310","17330"
"7915109420","66272JR   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","NY   ","F","127         ","Avenue C            ","                    ","12310","17150","17170"
"7010818162","66408AN   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","NY   ","F","482         ","Ft Washington Ave   ","                    ","21190","37370","37410"
"7261895313","66545JG   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","NY   ","I","W           ","Greenwich St        ","45ft S/of Morton St ","21790","00000","00000"
"7894623970","66629JG   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","NY   ","I","W           ","Avenue A            ","30ft N/of E 10th St ","12110","00000","00000"
"7530573688","66876JY   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","K    ","F","246         ","Greenpoint Ave      ","                    ","46030","64930","72760"
"1293860475","67161AA   ","NY","COM","20100316","                                                                                 ","48","115","NY   ","F","777         ","8TH AVE             ","                    ","10810","34710","34730"
"7381467586","68464JT   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","NY   ","F","44          ","Ft Washington Ave   ","                    ","21190","36970","36990"
"1293121411","7A69B     ","NY","PAS","20100322","                                                                                 ","48","055","NY   ","F","666         ","GREENWICH ST        ","                    ","21790","12610","15210"
"7003226480","74014JX   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","Q    ","O","37-31       ","29th St             ","                    ","07740","08790","08990"
"7388691224","74940JZ   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","BX   ","F","1675        ","Grand Concourse     ","                    ","36420","26850","26880"
"7347155617","75217JX   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","NY   ","O","1780        ","1st Ave             ","                    ","10010","18820","18830"
"7714928955","75218JX   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","NY   ","F","974         ","St Nicholas Ave     ","                    ","31190","36950","36970"
"7926964359","76136JY   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","BX   ","O","1350        ","Grand Concourse     ","                    ","36420","49220","30520"
"7984841251","76138JY   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","NY   ","F","1639        ","1st Ave             ","                    ","10010","18690","18710"
"7010818241","76253JY   ","NY","COM","20100325","48-Bike Lane                                                                     ","48","115","NY   ","F","216         ","Ft Washington Ave   ","                    ","21190","37130","37150"
"7890567947","56076JT   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","O","193         ","Avenue C            ","                    ","12310","17210","17230"
"7944945525","56076JT   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","I","S           ","E 9th St            ","9ft E/of 2nd Ave    ","17170","00000","00000"
"7935043991","56749JZ   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","F","425         ","Grand St            ","                    ","21690","15510","11910"
"7506406860","56916JZ   ","NY","COM","20100328","48-Bike Lane                                                                     ","48","115","K    ","O","102         ","Jay St              ","                    ","52930","42330","95130"
"7978915013","57064JZ   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","F","1005        ","St Nicholas Ave     ","                    ","31190","32195","36990"
"7520599966","57124JJ   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","K    ","F","682         ","5th Ave             ","                    ","05580","07180","07330"
"7551852384","57136JX   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","K    ","F","423         ","9th St              ","                    ","06030","05680","05780"
"1273060635","57193JZ   ","NY","COM","20100324","                                                                                 ","48","115","K    ","F","762         ","BEDFORD AVE         ","                    ","18630","41330","69230"
"7729894208","57951JJ   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","K    ","F","647         ","Grand Ave           ","                    ","45030","72730","69330"
"7844699498","58880JW   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","O","722         ","6th Ave             ","                    ","10510","34230","34250"
"7653019237","59204JL   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","O","1005        ","St Nicholas Ave     ","                    ","31190","32195","36990"
"7935043528","59822JS   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","F","181         ","Clinton St          ","                    ","15510","21690","19690"
"7194191301","60335JR   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","BX   ","F","975         ","Walton Ave          ","                    ","72720","26490","26580"
"7865762744","60667JT   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","F","80          ","4th Ave             ","                    ","10350","17190","17210"
"7506406573","61938JM   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","K    ","O","62          ","Greenpoint Ave      ","                    ","46030","92430","42030"
"1273060593","61945JM   ","NY","COM","20100324","                                                                                 ","48","115","K    ","F","1072        ","BEDFORD AVE         ","                    ","18630","27330","45930"
"7926964724","62538JM   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","BX   ","F","1375        ","Grand Concourse     ","                    ","36420","49220","30520"
"7506406664","62588JM   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","K    ","F","52          ","Box St              ","                    ","20730","58330","59640"
"7895753526","62629JZ   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","F","66          ","Avenue C            ","                    ","12310","17070","17090"
"1286968665","62634JM   ","NY","COM","20100323","                                                                                 ","48","115","NY   ","O","1830        ","1 AVE               ","                    ","10010","18850","18870"
"7844177597","63820JK   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","O","528         ","E 20th St           ","                    ","17390","31710","31710"
"7976941823","62692JD   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","O","1940        ","1st Ave             ","                    ","10010","18970","18990"
"7423870407","62714JM   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","BX   ","F","1505        ","Grand Concourse     ","                    ","36420","26820","61920"
"1286968598","63033JM   ","NY","COM","20100323","                                                                                 ","48","115","NY   ","O","1752        ","1 AVE               ","                    ","10010","18790","18810"
"7340609088","63033JM   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","F","314         ","E 91st St           ","                    ","18810","10110","10010"
"7527886511","63340JS   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","K    ","I","E           ","Henry St            ","5ft N/of Montague St","48830","00000","00000"
"7529413156","63340JS   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","K    ","I","E           ","Henry St            ","5ft N/of Montague St","48830","00000","00000"
"7352999814","63444JM   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","O","1560        ","1st Ave             ","                    ","10010","18610","18630"
"7935044016","63494JM   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","I","S           ","E Broadway          ","40ft W/of Samuel Dic","19690","00000","00000"
"7329808969","63572JM   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","F","286         ","Ft Washington Ave   ","                    ","21190","37210","37230"
"7714658228","63572JM   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","I","N           ","Ft Washington Ave   ","54ft W/of W 168th St","21190","00000","00000"
"7837781326","63593JM   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","I","W           ","8th Ave             ","15ft N/of W 53rd St ","10810","00000","00000"
"1286968197","63637JM   ","NY","COM","20100319","                                                                                 ","48","115","NY   ","O","1628        ","1 AVE               ","                    ","10010","18670","18690"
"7926964815","64285JY   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","BX   ","F","2590        ","3rd Ave             ","                    ","68020","25830","25860"
"7939465284","65322JV   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","F","24          ","E Broadway          ","                    ","19690","14310","25890"
"7930559920","66125JG   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","F","57          ","5th Ave             ","                    ","10410","17230","17250"
"7271860071","66357JH   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","O","342         ","E 9th St            ","                    ","17170","10110","10010"
"7945840516","66357JH   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","O","39          ","Avenue A            ","                    ","12110","17030","17050"
"7926965145","66402AT   ","NY","COM","20100328","48-Bike Lane                                                                     ","48","115","BX   ","F","1733        ","University Ave      ","                    ","70620","74480","48220"
"7730090144","66424AN   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","K    ","F","538         ","5th Ave             ","                    ","05580","06530","06630"
"7341422683","67094JY   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","O","1562        ","1st Ave             ","                    ","10010","18610","18630"
"7844177573","68082JZ   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","O","410         ","E 20th St           ","                    ","17390","13113","31710"
"7193441711","68464JT   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","F","1061        ","Amsterdam Ave       ","                    ","11710","36010","36030"
"7973744162","7B23B     ","NY","OMT","20100327","48-Bike Lane                                                                     ","48","115","NY   ","I","W           ","1st Ave             ","20ft N/of E 104th St","10010","00000","00000"
"7895753812","70115AE   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","F","53          ","Avenue C            ","                    ","12310","17070","17090"
"7900985890","70115AE   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","F","122         ","Avenue C            ","                    ","12310","17130","17150"
"7915109900","70115AE   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","F","192         ","Avenue C            ","                    ","12310","17210","17230"
"7301516459","71096AS   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","NY   ","I","N           ","E 88th St           ","10ft E/of 3rd Ave   ","18750","00000","00000"
"7388691881","76097JY   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","BX   ","F","689         ","Melrose Ave         ","                    ","50320","26280","26310"
"7423870237","76136JY   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","BX   ","F","1425        ","Grand Concourse     ","                    ","36420","26760","26790"
"7191768502","77035JA   ","NY","COM","20100326","48-Bike Lane                                                                     ","48","115","BX   ","O","1705        ","University Ave      ","                    ","70620","74480","48220"
"7388682673","55705JW   ","NY","COM","20100302","48-Bike Lane                                                                     ","48","115","BX   ","F","2240        ","Grand Concourse     ","                    ","36420","27120","27150"
"7260383422","60324JR   ","NY","COM","20100302","48-Bike Lane                                                                     ","48","115","NY   ","F","644         ","Greenwich St        ","                    ","21790","26690","12610"
"7271859287","96057JW   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","NY   ","F","143         ","Reade St            ","                    ","29390","23190","21790"
"7194189604","96069JV   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","BX   ","F","921         ","Walton Ave          ","                    ","72720","26490","26580"
"7505787081","96111JW   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","K    ","O","36          ","Plaza Street East   ","                    ","71030","87330","24130"
"7501438171","96206JL   ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","K    ","F","285         ","9th St              ","                    ","06030","05430","05580"
"7536503684","96244JY   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","K    ","F","128         ","Greenpoint Ave      ","                    ","46030","42030","58330"
"7511492083","96313JE   ","NY","COM","20100320","48-Bike Lane                                                                     ","48","115","K    ","F","912         ","Manhattan Ave       ","                    ","58330","46030","54010"
"7865760590","96491JH   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","NY   ","O","540         ","E 20th St           ","                    ","17390","31710","31710"
"7402253405","97004JE   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","BX   ","F","2399        ","Grand Concourse     ","                    ","36420","27180","27270"
"7405781810","97004JE   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","BX   ","F","100         ","E 188th St          ","                    ","27300","29220","21820"
"7410187463","97004JE   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","BX   ","F","2435        ","Grand Concourse     ","                    ","36420","27270","27300"
"7895751542","97019JE   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","NY   ","F","440         ","E 20th St           ","                    ","17390","13113","31710"
"7870556555","97034JE   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","263         ","E 10th St           ","                    ","17190","10010","12110"
"7949363423","97203JU   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","I","N           ","W 10th St           ","5ft E/of W 4th St   ","33970","00000","00000"
"7348687556","97304JB   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","44          ","W 77th St           ","                    ","35310","14510","15710"
"7739369317","97438JC   ","NY","COM","20100320","48-Bike Lane                                                                     ","48","115","NY   ","I","E           ","Washington St       ","15ft S/of Jane St   ","33390","00000","00000"
"7385750266","97713PA   ","NY","IRP","20100319","48-Bike Lane                                                                     ","48","115","BX   ","F","2031        ","Grand Concourse     ","                    ","36420","17020","29120"
"7388689497","97713PA   ","NY","IRP","20100320","48-Bike Lane                                                                     ","48","115","BX   ","F","2202        ","Grand Concourse     ","                    ","36420","08920","27120"
"7360214579","98399JX   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","2220        ","Fredrick Douglas Blv","                    ","10810","36150","36170"
"7991320157","98399JX   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","NY   ","F","161         ","St Nicholas Ave     ","                    ","31190","36130","36150"
"7382988491","98621JZ   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","BX   ","F","3155        ","Grand Concourse     ","                    ","36420","27780","27810"
"7956144206","98657PA   ","NY","IRP","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","186         ","9th Ave             ","                    ","10910","34190","34210"
"7275081568","98881JJ   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","O","259         ","E Broadway          ","                    ","19690","15510","26440"
"7873662731","98881JJ   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","666         ","Greenwich St        ","                    ","21790","12610","15210"
"7945838285","98881JJ   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","NY   ","I","N           ","E Broadway          ","0ft E/of Montgomery ","00000","00000","00000"
"7932938363","84226JR   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","NY   ","F","35          ","5th Ave             ","                    ","10410","17190","17210"
"7303426127","77763JW   ","NY","COM","20100315","48-Bike Lane                                                                     ","48","115","NY   ","O","463         ","Ft Washington Ave   ","                    ","21190","37350","37370"
"7406944172","77878JR   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","BX   ","F","2467        ","Grand Concourse     ","                    ","36420","27300","29220"
"7944943176","77939JY   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","358         ","Madison St          ","                    ","25490","21390","23532"
"7950200315","77939JY   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","153         ","E Broadway          ","                    ","19690","28790","29990"
"7275081880","78162JX   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","8           ","Warren St           ","                    ","32940","13610","15350"
"7908968030","78200PA   ","NY","IRP","20100316","48-Bike Lane                                                                     ","48","115","NY   ","F","783         ","8th Ave             ","                    ","10810","34710","34730"
"7926962545","78263JV   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","BX   ","O","2268        ","Grand Concourse     ","                    ","36420","27120","27150"
"7913104387","78450JK   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","543         ","8th Ave             ","                    ","10810","34510","34530"
"7412368254","78825JF   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","BX   ","F","226         ","Willis Ave          ","                    ","78150","25770","25800"
"7926964050","78830JF   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","BX   ","F","940         ","Grand Concourse     ","                    ","36420","26550","26580"
"7844698690","79322JZ   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","924         ","Broadway            ","                    ","13610","17410","17430"
"7984840003","79376JZ   ","NY","COM","20100316","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","60          ","W 78th St           ","                    ","35330","40404","40404"
"7392611495","79644JV   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","BX   ","F","930         ","Grand Concourse     ","                    ","36420","26520","26550"
"7309395360","8EZS34    ","MD","PAS","20100315","48-Bike Lane                                                                     ","48","115","NY   ","F","414         ","E 89th St           ","                    ","18770","10010","45590"
"7530573019","8FJP05    ","MD","PAS","20100324","48-Bike Lane                                                                     ","48","115","K    ","I","W           ","Kent Ave            ","25ft S/of N 5th St  ","54000","00000","00000"
"7883818235","806176    ","IN","PAS","20100315","48-Bike Lane                                                                     ","48","115","NY   ","F","341         ","8th Ave             ","                    ","10810","34290","34310"
"7190155764","80723JP   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","32          ","E Broadway          ","                    ","19690","14310","25890"
"7741419821","80723JP   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","199         ","Chrystie St         ","                    ","15310","29890","31490"
"7930963214","80723JP   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","179         ","Chrystie St         ","                    ","15310","29890","31490"
"7939462696","80723JP   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","88          ","E Broadway          ","                    ","19690","97950","20640"
"7940154000","80723JP   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","O","43          ","E Broadway          ","                    ","19690","14310","25890"
"7944552114","80723JP   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","88          ","E Broadway          ","                    ","19690","97950","20640"
"7944552382","80913JV   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","167         ","E Broadway          ","                    ","19690","29990","14010"
"7904860818","80978JV   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","601         ","Washington St       ","                    ","33390","24790","26690"
"7895750124","80997JU   ","NY","COM","20100315","48-Bike Lane                                                                     ","48","115","NY   ","F","101         ","6th Ave             ","                    ","10510","21690","31990"
"7551026678","81323JL   ","NY","COM","20100315","48-Bike Lane                                                                     ","48","115","K    ","O","129         ","Franklin Ave        ","                    ","41930","69230","63030"
"7416227630","81680JN   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","BX   ","F","2100        ","Grand Concourse     ","                    ","36420","27060","27090"
"7822062153","81680JN   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","BX   ","F","1540        ","Other-See Comments  ","GRAND CONCOURSE     ","00000","00000","00000"
"7033220868","81685JN   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","BX   ","F","2733        ","3rd Ave             ","                    ","68020","26010","26040"
"7937745162","81742JN   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","O","193         ","Avenue C            ","                    ","12310","17210","17230"
"7964526704","81742JN   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","442         ","Lafayette St        ","                    ","24390","17070","11820"
"7712953053","81934AE   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","1733        ","1st Ave             ","                    ","10010","18770","18790"
"7283004300","81979JW   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","401         ","E 90th St           ","                    ","18790","10010","45590"
"7844176490","82168JX   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","166         ","Avenue A            ","                    ","12110","17190","17210"
"7191767959","82183JW   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","BX   ","F","2425        ","Grand Concourse     ","                    ","36420","27270","27300"
"7384156580","82183JW   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","BX   ","F","2425        ","Grand Concourse     ","                    ","36420","27270","27300"
"7844697337","82199JW   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","80          ","4th Ave             ","                    ","10350","17190","17210"
"7299094058","82286JW   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","F","152         ","E 91st St           ","                    ","18810","24890","10210"
"7981274722","82383JW   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","317         ","W 90th St           ","                    ","35570","44990","29690"
"7392610971","82598JS   ","NY","COM","20100315","48-Bike Lane                                                                     ","48","115","BX   ","F","1236        ","Grand Concourse     ","                    ","36420","26670","26700"
"7276607628","82803JA   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","I","S           ","Grand St            ","10ft E/of W Broadway","21690","00000","00000"
"7714188273","82973JZ   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","O","1052        ","St Nicholas Ave     ","                    ","31190","37010","37030"
"7388688936","83004JZ   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","BX   ","F","1040        ","Grand Concourse     ","                    ","36420","26610","26640"
"7743382679","83027JW   ","NY","COM","20100315","48-Bike Lane                                                                     ","48","115","NY   ","F","129         ","Lafayette St        ","                    ","24390","14010","23130"
"7720181116","83186JX   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","16-18       ","W 119th St          ","                    ","36150","10410","24690"
"7519440746","83273PA   ","NY","IRP","20100324","48-Bike Lane                                                                     ","48","115","K    ","F","4007        ","9th Ave             ","                    ","05980","08580","08630"
"7944200891","83304     ","VA","PAS","20100316","48-Bike Lane                                                                     ","48","115","NY   ","I","E           ","Washington St       ","30ft N/of Bethune St","33390","00000","00000"
"7940957569","83576JU   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","262         ","Bowery              ","                    ","13460","31490","19890"
"7275200510","83844JX   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","666         ","Greenwich St        ","                    ","21790","12610","15210"
"7729317606","84173JA   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","K    ","F","1117        ","Manhattan Ave       ","                    ","58330","26930","20730"
"7549399669","84540JA   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","K    ","F","3906        ","8th Ave             ","                    ","05880","08530","08580"
"7948970150","84540PA   ","NY","COM","20100316","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","61          ","E Broadway          ","                    ","19690","14310","25890"
"7275081738","84604JL   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","830         ","Greenwich St        ","                    ","21790","23790","23090"
"7900982267","84604JL   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","O","767         ","Greenwich St        ","                    ","21790","33990","12510"
"7932937760","84604JL   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","O","719         ","Greenwich St        ","                    ","21790","14810","21745"
"7932939318","84604JL   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","I","E           ","Washington St       ","10ft S/of Bethune St","33390","00000","00000"
"7944200842","84604JL   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","F","820         ","Greenwich St        ","                    ","21790","23790","23090"
"7844697325","84615JL   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","116         ","4th Ave             ","                    ","10350","17210","17230"
"7949807866","84868JN   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","F","111         ","Chrystie St         ","                    ","15310","21690","13810"
"7531405350","85024     ","NY","MED","20100318","48-Bike Lane                                                                     ","48","115","K    ","O","111         ","Congress St         ","                    ","28930","49630","48830"
"7895753022","85123PA   ","NY","IRP","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","99          ","Avenue C            ","                    ","12310","17110","17130"
"7956144401","85123PA   ","NY","IRP","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","99          ","Avenue C            ","                    ","12310","17110","17130"
"7897352699","85147JU   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","O","104         ","5th Ave             ","                    ","10410","17290","17310"
"7935040588","85407JX   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","O","384         ","Grand St            ","                    ","21690","27190","31890"
"7533843680","85507JB   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","K    ","F","667         ","Vanderbilt Ave      ","                    ","87330","72730","69330"
"7183379942","85634JC   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","BX   ","F","1731        ","University Ave      ","                    ","70620","74480","48220"
"7881361487","85699JH   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","O","221         ","Avenue A            ","                    ","12110","17250","17270"
"7627081828","85733JB   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","F","99          ","Lafayette St        ","                    ","24390","45290","32900"
"7627082316","85733JB   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","109C        ","Lafayette St        ","                    ","24390","32900","14010"
"7720893451","85837JX   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","155         ","E Broadway          ","                    ","19690","28790","29990"
"7188515256","86745JU   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","BX   ","F","1326        ","Grand Concourse     ","                    ","36420","26730","19920"
"7032025572","87101JW   ","NY","COM","20100315","48-Bike Lane                                                           Y015001003","48","115","BX   ","F","2332        ","Grand Concourse     ","                    ","36420","27150","32520"
"7343436960","87325JV   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","F","2142        ","Fredrick Douglas Blv","                    ","10810","36070","36090"
"7347417090","87421JN   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","F","1801        ","1st Ave             ","                    ","10010","18830","18850"
"7283004439","87421JV   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","400         ","E 89th St           ","                    ","18770","10010","45590"
"7712954318","87423JV   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","1801        ","1st Ave             ","                    ","10010","18830","18850"
"7336099646","87481JV   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","I","E           ","Amsterdam Ave       ","45ft N/of W 153rd St","11710","00000","00000"
"7359446650","87481JV   ","NY","PAS","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","902         ","St Nicholas Ave     ","                    ","31190","36870","36910"
"7710532676","87482JV   ","NY","PAS","20100318","48-Bike Lane                                                                     ","48","115","NY   ","O","1130        ","St Nicholas Ave     ","                    ","31190","37090","37110"
"7292236194","87497JV   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","O","1754        ","1st Ave             ","                    ","10010","18790","18810"
"7399898390","87616JN   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","BX   ","F","1615        ","University Ave      ","                    ","70620","32320","08820"
"7930962866","87666AH   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","I","N           ","Bleecker St         ","150ft E/of Laguardia","13310","00000","00000"
